what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881549715
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881550700
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881559950
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881561216
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881568638
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881569591
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881607060
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881614091
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881646967
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881680561
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881681561
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881688983
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881724015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881760374
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881788125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881791625
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881802765
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881814562
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881816328
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881831516
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309881841063
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881894360
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309881897422
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881898329
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881898454
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881899188
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881907469
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881908782
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881945907
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881962595
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881989642
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309881996751
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882007532
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882024861
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882027220
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882029720
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882034408
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882037189
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882038079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882041329
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.toggleOverwrite",1309882067673
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.toggleOverwrite",1309882068689
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882069830
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882073423
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882095798
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882104298
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882135423
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882142564
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882151939
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882154439
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882206736
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882207923
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882218361
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882234220
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882236908
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882240939
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882262814
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882300564
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882305408
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882312986
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882320798
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882322939
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882328205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882339595
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882341955
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882346330
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882348127
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882360439
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882361267
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882364002
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882376736
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882392002
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882405158
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882431658
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882433642
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882441486
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882458548
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882460220
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882467205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882474048
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882487736
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882494580
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882497986
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882499392
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882506033
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882507580
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882536689
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882545127
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882547627
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882549314
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882550236
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882564923
started,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1309882600408
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1309882604033
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309882606955
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1309882611127
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309882612548
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882614127
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882628689
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882635111
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882642048
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882678345
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882708423
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882711986
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882713767
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882721205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882741986
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882758142
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882773252
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882775720
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882786814
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882795252
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309882798127
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882801361
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882818533
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309882819861
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309882820142
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1309882820361
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882824580
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882829033
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882829783
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882835892
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882838002
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882840267
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882841189
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882866252
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882872439
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882874189
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882913220
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882931080
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882934939
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882939986
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882940533
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882942502
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882945533
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309882952064
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882969642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309882994939
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883009423
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883012314
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309883038627
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309883041189
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883049861
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883058173
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883069142
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883092580
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883124845
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883127830
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883130220
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883174845
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309883201923
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883206189
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883206611
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883211752
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309883239829
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309883241157
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309883241563
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309883250406
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883254438
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309883315107
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309883316810
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883321622
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883359777
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883362089
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883413087
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883453632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883465506
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883485568
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883494271
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1309883495270
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309883500395
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309883503801
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1309883506582
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883570941
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883578409
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883581847
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883582769
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883591378
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1309883624721
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883627034
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883629581
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883646830
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883649986
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883652815
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883666721
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883689111
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883693205
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883709376
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883717970
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883726642
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883728251
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883729579
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883757235
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883759563
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883765673
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883768735
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883770547
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883783000
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883787828
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1309883799172
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1309883801281
